caseid,score,cohort90,female,sclass
16275,19,-2,1,3
16276,0,-2,1,4
16277,3,-2,1,2
16278,45,-2,1,1
21080,9,0,1,2
21081,23,0,1,1
21082,0,0,1,3
21083,20,0,1,3
21084,46,0,1,1
21085,46,0,1,1
21087,32,0,1,2
21089,56,0,1,1
21090,27,0,1,1
21094,45,0,1,1
21095,49,0,1,1
21096,48,0,1,1
28900,56,6,1,3
28903,45,6,1,1
28904,46,6,1,4
28905,50,6,1,1
28906,56,6,1,1
28908,57,6,1,1
28909,27,6,1,1
28910,45,6,1,4
28913,33,6,1,3
28914,51,6,1,1
28915,58,6,1,1
28917,16,6,1,3
35141,26,8,1,3
35145,58,8,1,1
35146,34,8,1,3
35147,44,8,1,3
35149,68,8,1,2
35151,63,8,1,1
35153,56,8,1,1
35154,41,8,1,2
35156,24,8,1,1
35157,54,8,1,1
35159,55,8,1,4
35161,23,8,1,2
35163,58,8,1,3
35165,36,8,1,2
35167,18,8,1,1
35171,24,8,1,1
4217,32,-6,1,1
4218,49,-6,1,2
4219,36,-6,1,1
4220,27,-6,1,2
4221,22,-6,1,2
4228,29,-6,1,1
10680,20,-4,1,3
10682,29,-4,1,2
10684,4,-4,1,4
10685,9,-4,1,3
10690,0,-4,1,3
10692,23,-4,1,3
10694,8,-4,1,3
10695,12,-4,1,2
10696,16,-4,1,3
10697,32,-4,1,1
10698,29,-4,1,1
10700,0,-4,1,2
10702,0,-4,1,3
16480,3,-2,1,3
16481,32,-2,1,1
16482,33,-2,1,2
16483,31,-2,1,3
16485,30,-2,1,1
16486,45,-2,1,4
16487,0,-2,1,3
16488,24,-2,1,3
16489,31,-2,1,3
16494,5,-2,1,3
16497,0,-2,1,4
16498,21,-2,1,3
16500,16,-2,1,3
21263,29,0,1,1
21264,13,0,1,3
21265,14,0,1,1
21266,25,0,1,2
21268,26,0,1,3
21270,24,0,1,3
21274,25,0,1,3
21275,18,0,1,1
21276,0,0,1,1
29087,41,6,1,3
29088,34,6,1,3
29089,47,6,1,2
29093,33,6,1,1
29094,32,6,1,1
29095,32,6,1,1
29096,31,6,1,3
29097,36,6,1,2
29098,38,6,1,1
35468,20,8,1,3
35474,53,8,1,2
35475,57,8,1,2
35477,39,8,1,2
35478,34,8,1,2
35481,50,8,1,2
35483,53,8,1,1
35484,19,8,1,3
35485,45,8,1,1
35486,57,8,1,1
35487,28,8,1,3
4862,29,-6,1,3
4863,55,-6,1,3
4864,48,-6,1,3
4865,23,-6,1,3
4866,28,-6,1,2
4867,27,-6,1,3
4869,55,-6,1,1
4870,56,-6,1,1
4871,56,-6,1,1
4872,48,-6,1,2
4873,12,-6,1,3
4874,42,-6,1,1
4875,56,-6,1,2
4876,41,-6,1,3
4877,0,-6,1,2
11278,56,-4,1,2
11280,31,-4,1,1
11281,8,-4,1,3
11284,50,-4,1,1
11288,0,-4,1,3
11290,39,-4,1,1
11294,32,-4,1,3
11295,50,-4,1,1
11296,10,-4,1,3
11300,24,-4,1,3
11301,56,-4,1,1
11303,18,-4,1,2
11304,45,-4,1,2
11306,53,-4,1,1
17030,0,-2,1,3
17032,56,-2,1,1
17033,35,-2,1,2
17034,46,-2,1,2
17035,44,-2,1,1
17037,28,-2,1,1
17038,13,-2,1,2
17039,48,-2,1,3
17040,37,-2,1,2
17041,15,-2,1,4
17042,24,-2,1,1
17043,49,-2,1,2
17044,48,-2,1,2
17046,55,-2,1,1
17049,22,-2,1,2
17050,33,-2,1,1
17054,49,-2,1,1
17055,43,-2,1,1
17056,55,-2,1,1
21714,48,0,1,1
21715,6,0,1,4
21716,20,0,1,1
21717,36,0,1,2
21718,19,0,1,1
21719,43,0,1,2
21720,40,0,1,3
21721,31,0,1,2
21722,32,0,1,1
21723,47,0,1,1
21724,37,0,1,1
21726,46,0,1,1
21727,20,0,1,1
21728,31,0,1,1
21730,31,0,1,1
21735,17,0,1,3
29540,43,6,1,3
29545,24,6,1,3
29550,31,6,1,3
29551,49,6,1,2
29552,43,6,1,2
29554,46,6,1,1
29556,37,6,1,4
29558,34,6,1,3
29560,45,6,1,1
29561,52,6,1,1
29563,54,6,1,1
29564,27,6,1,4
29565,26,6,1,4
29571,28,6,1,2
36205,54,8,1,1
36206,14,8,1,4
36207,50,8,1,2
36208,27,8,1,2
36209,38,8,1,2
36210,41,8,1,2
36211,33,8,1,4
36213,41,8,1,3
36218,44,8,1,1
36227,48,8,1,3
36228,44,8,1,1
36230,49,8,1,1
36231,46,8,1,3
36235,53,8,1,1
36236,44,8,1,2
36237,40,8,1,2
36238,42,8,1,2
36239,51,8,1,1
5101,33,-6,1,1
5102,3,-6,1,2
5103,3,-6,1,3
5104,16,-6,1,2
5105,0,-6,1,4
5106,36,-6,1,2
11522,0,-4,1,2
11523,19,-4,1,1
11525,0,-4,1,2
11526,55,-4,1,1
11527,16,-4,1,2
11528,50,-4,1,1
17235,48,-2,1,1
17237,34,-2,1,3
17239,9,-2,1,2
17241,26,-2,1,3
17243,8,-2,1,3
17244,3,-2,1,3
17247,30,-2,1,3
17248,19,-2,1,3
21883,11,0,1,3
21885,33,0,1,3
21886,41,0,1,3
21890,42,0,1,2
21891,7,0,1,3
21892,20,0,1,1
29745,44,6,1,3
29747,39,6,1,4
29748,21,6,1,2
36565,54,8,1,1
36566,46,8,1,2
36567,40,8,1,2
36568,34,8,1,3
36570,32,8,1,3
36571,41,8,1,3
36572,48,8,1,1
36573,7,8,1,2
36574,40,8,1,1
36575,52,8,1,2
36578,38,8,1,3
36580,55,8,1,3
36581,46,8,1,2
36582,17,8,1,4
5185,0,-6,1,3
5188,22,-6,1,3
5192,0,-6,1,3
5193,0,-6,1,3
5194,0,-6,1,4
11619,0,-4,1,3
11620,0,-4,1,2
11621,5,-4,1,2
11622,17,-4,1,2
11623,35,-4,1,1
11625,26,-4,1,3
11626,53,-4,1,1
11627,0,-4,1,4
17321,34,-2,1,2
17322,14,-2,1,1
17323,11,-2,1,4
17325,22,-2,1,3
17327,0,-2,1,3
17328,47,-2,1,2
21953,0,0,1,1
21957,27,0,1,2
21961,7,0,1,3
21963,14,0,1,2
21967,42,0,1,4
21968,22,0,1,1
29808,57,6,1,2
29809,28,6,1,4
29811,44,6,1,4
29812,27,6,1,3
36690,32,8,1,3
36691,22,8,1,1
36692,44,8,1,3
36694,32,8,1,4
36697,2,8,1,4
36698,34,8,1,3
17345,29,-2,1,1
17348,28,-2,1,3
17349,15,-2,1,1
17350,19,-2,1,4
17353,26,-2,1,1
17354,34,-2,1,3
21979,8,0,1,2
21981,19,0,1,2
21982,33,0,1,1
21983,25,0,1,3
21985,22,0,1,2
21986,0,0,1,3
21987,30,0,1,3
21989,45,0,1,1
21991,0,0,1,1
21993,12,0,1,3
21995,20,0,1,2
29824,39,6,1,2
29826,50,6,1,1
29827,37,6,1,3
29828,18,6,1,3
29830,31,6,1,3
29832,15,6,1,3
36720,27,8,1,3
36722,25,8,1,4
36723,42,8,1,3
36724,17,8,1,3
36725,46,8,1,2
36727,55,8,1,2
36728,52,8,1,2
36732,46,8,1,3
36733,48,8,1,3
5576,9,-6,1,3
5577,6,-6,1,3
5578,0,-6,1,3
5579,0,-6,1,4
5580,0,-6,1,4
5581,4,-6,1,4
5583,44,-6,1,3
5584,45,-6,1,1
5585,34,-6,1,2
5586,43,-6,1,3
5593,47,-6,1,2
5594,53,-6,1,1
5595,39,-6,1,1
5596,0,-6,1,3
5597,21,-6,1,2
5598,55,-6,1,1
11978,30,-4,1,1
11979,46,-4,1,2
11981,5,-4,1,3
11982,10,-4,1,4
11983,32,-4,1,3
11986,0,-4,1,3
11987,30,-4,1,4
11990,38,-4,1,2
17660,30,-2,1,1
17661,61,-2,1,1
17665,9,-2,1,2
17667,18,-2,1,1
17668,36,-2,1,2
17671,67,-2,1,4
17672,26,-2,1,3
17674,35,-2,1,3
17676,13,-2,1,3
17679,46,-2,1,2
17683,44,-2,1,3
22241,41,0,1,3
22243,18,0,1,3
22245,22,0,1,3
22247,15,0,1,1
22250,44,0,1,2
22256,63,0,1,3
30069,62,6,1,1
30070,35,6,1,1
30071,33,6,1,3
30072,33,6,1,1
30073,0,6,1,3
37173,33,8,1,1
37174,59,8,1,2
37175,37,8,1,2
37177,31,8,1,1
37178,43,8,1,1
37181,51,8,1,1
37184,30,8,1,3
37185,22,8,1,2
37189,31,8,1,3
37190,26,8,1,1
37191,43,8,1,1
37192,44,8,1,1
37193,52,8,1,3
37194,43,8,1,1
37197,35,8,1,1
37198,40,8,1,1
37199,54,8,1,1
5754,4,-6,1,3
5755,16,-6,1,3
5756,22,-6,1,3
5757,10,-6,1,1
5758,0,-6,1,3
5763,3,-6,1,4
5764,27,-6,1,3
5766,15,-6,1,2
5768,53,-6,1,2
5769,15,-6,1,3
5772,43,-6,1,2
5774,43,-6,1,1
5775,19,-6,1,3
5776,26,-6,1,4
12165,41,-4,1,2
12166,30,-4,1,3
12167,35,-4,1,1
12168,19,-4,1,3
12170,16,-4,1,4
12172,11,-4,1,2
12173,11,-4,1,1
12174,50,-4,1,1
12176,6,-4,1,4
12177,1,-4,1,2
12179,28,-4,1,2
12180,25,-4,1,3
12182,24,-4,1,1
12185,0,-4,1,4
12186,28,-4,1,1
12187,15,-4,1,3
12189,8,-4,1,3
12190,19,-4,1,3
12191,50,-4,1,2
12192,3,-4,1,2
17826,38,-2,1,3
17828,30,-2,1,3
17830,5,-2,1,3
17831,49,-2,1,2
17832,51,-2,1,3
17834,9,-2,1,2
17835,9,-2,1,1
22372,34,0,1,3
22377,41,0,1,1
22378,5,0,1,1
22379,41,0,1,1
22380,47,0,1,2
22381,18,0,1,3
30192,46,6,1,1
30193,55,6,1,1
30195,53,6,1,2
30196,42,6,1,1
30198,45,6,1,3
30199,30,6,1,3
30202,24,6,1,3
37384,55,8,1,1
37387,60,8,1,1
37388,62,8,1,1
37389,42,8,1,2
37393,23,8,1,2
37395,59,8,1,1
37396,31,8,1,3
37397,40,8,1,3
37400,40,8,1,3
37401,43,8,1,3
37402,62,8,1,1
6003,38,-6,1,3
6004,28,-6,1,3
6005,0,-6,1,3
6006,10,-6,1,4
6007,43,-6,1,1
6008,38,-6,1,1
12398,20,-4,1,3
12400,6,-4,1,3
12403,24,-4,1,1
6397,6,-6,1,3
6398,32,-6,1,2
6400,9,-6,1,3
6402,0,-6,1,3
6404,0,-6,1,2
6405,27,-6,1,3
6406,26,-6,1,1
6408,47,-6,1,2
6412,43,-6,1,1
6414,45,-6,1,1
6415,8,-6,1,3
6419,6,-6,1,4
6420,26,-6,1,3
12761,20,-4,1,3
12762,48,-4,1,1
12763,13,-4,1,2
12765,54,-4,1,1
12767,35,-4,1,2
12771,12,-4,1,1
12772,33,-4,1,1
12775,30,-4,1,1
12776,31,-4,1,2
12777,26,-4,1,1
12779,0,-4,1,3
12781,13,-4,1,3
12783,12,-4,1,3
12785,7,-4,1,2
12786,15,-4,1,1
12787,16,-4,1,3
18335,20,-2,1,2
18336,0,-2,1,2
18338,36,-2,1,1
18341,5,-2,1,2
18343,51,-2,1,1
18344,26,-2,1,3
18346,28,-2,1,1
18348,50,-2,1,1
18349,6,-2,1,3
18350,35,-2,1,1
18351,24,-2,1,2
18352,46,-2,1,3
18354,34,-2,1,4
22811,36,0,1,3
22814,43,0,1,2
22815,32,0,1,1
22818,48,0,1,1
22825,20,0,1,1
22826,40,0,1,1
22827,26,0,1,2
22828,42,0,1,1
30557,49,6,1,1
30558,63,6,1,2
30559,49,6,1,2
30560,31,6,1,3
30561,47,6,1,2
30562,55,6,1,1
30564,32,6,1,1
30565,60,6,1,1
30566,32,6,1,2
30568,47,6,1,2
30569,37,6,1,2
30570,61,6,1,1
30571,43,6,1,2
30573,61,6,1,1
30574,48,6,1,2
30575,61,6,1,1
30577,46,6,1,2
30578,41,6,1,1
30579,29,6,1,1
38091,53,8,1,1
38095,52,8,1,2
38096,49,8,1,1
38098,43,8,1,3
38101,45,8,1,1
38102,43,8,1,2
38107,51,8,1,2
38108,59,8,1,2
38110,34,8,1,3
38113,28,8,1,2
38117,29,8,1,3
38118,44,8,1,4
38120,18,8,1,3
38121,52,8,1,1
38122,40,8,1,1
38123,40,8,1,1
38124,19,8,1,4
38126,48,8,1,1
38127,51,8,1,1
38128,59,8,1,1
38130,54,8,1,2
38133,43,8,1,1
38134,49,8,1,1
38136,7,8,1,4
12,27,-6,1,2
13,4,-6,1,2
14,0,-6,1,4
15,14,-6,1,3
16,0,-6,1,3
17,10,-6,1,2
18,0,-6,1,2
19,0,-6,1,4
20,40,-6,1,3
21,42,-6,1,2
6502,25,-4,1,2
6505,4,-4,1,3
6506,0,-4,1,4
6507,8,-4,1,3
6508,11,-4,1,2
6509,23,-4,1,1
12865,18,-2,1,2
12866,24,-2,1,2
12867,0,-2,1,3
12868,27,-2,1,3
57,7,-6,1,3
59,0,-6,1,4
62,20,-6,1,3
64,0,-6,1,3
6568,0,-4,1,2
6569,0,-4,1,3
6571,29,-4,1,1
6572,21,-4,1,2
6576,31,-4,1,1
6578,6,-4,1,4
12915,29,-2,1,3
12916,24,-2,1,3
12921,44,-2,1,3
18474,39,0,1,2
18475,0,0,1,2
18476,4,0,1,2
18477,6,0,1,4
18479,5,0,1,2
26371,41,6,1,2
26372,41,6,1,4
26374,24,6,1,2
26375,31,6,1,4
26377,41,6,1,2
26378,26,6,1,1
30681,40,8,1,2
30682,41,8,1,1
30683,41,8,1,2
30684,35,8,1,4
30686,23,8,1,4
30689,24,8,1,4
30690,18,8,1,4
12997,55,-2,1,2
12998,54,-2,1,2
13000,47,-2,1,1
18541,55,0,1,1
26430,50,6,1,1
26433,63,6,1,1
26435,62,6,1,1
26439,62,6,1,1
30756,62,8,1,1
30758,70,8,1,1
30759,68,8,1,1
30761,63,8,1,1
30765,58,8,1,1
30767,63,8,1,1
30768,59,8,1,1
30769,63,8,1,1
176,0,-6,1,4
177,13,-6,1,3
178,53,-6,1,2
179,10,-6,1,2
180,29,-6,1,3
181,0,-6,1,4
182,0,-6,1,3
6708,44,-4,1,3
6710,34,-4,1,3
6712,46,-4,1,1
6713,0,-4,1,4
6714,31,-4,1,2
6715,0,-4,1,4
6720,33,-4,1,2
13070,3,-2,1,4
13074,0,-2,1,4
13075,26,-2,1,4
18579,0,0,1,2
18582,0,0,1,2
18583,10,0,1,4
26472,32,6,1,2
26473,26,6,1,4
26474,19,6,1,4
30834,26,8,1,3
30836,40,8,1,3
30839,31,8,1,4
30840,23,8,1,4
255,0,-6,1,2
256,0,-6,1,3
258,45,-6,1,3
259,43,-6,1,2
262,18,-6,1,1
263,13,-6,1,2
265,51,-6,1,2
266,16,-6,1,1
268,28,-6,1,1
270,23,-6,1,2
271,23,-6,1,2
273,56,-6,1,1
276,44,-6,1,3
277,24,-6,1,3
278,34,-6,1,1
279,34,-6,1,2
280,49,-6,1,2
283,47,-6,1,1
285,25,-6,1,3
286,34,-6,1,2
288,22,-6,1,2
6763,0,-4,1,1
6764,15,-4,1,4
6765,53,-4,1,3
6767,49,-4,1,1
6770,39,-4,1,1
6771,0,-4,1,3
6774,45,-4,1,2
6775,34,-4,1,2
6777,0,-4,1,3
6778,0,-4,1,4
6781,18,-4,1,1
13115,56,-2,1,2
13117,29,-2,1,1
13118,21,-2,1,2
13119,49,-2,1,2
13121,37,-2,1,2
13124,17,-2,1,3
13128,44,-2,1,1
13131,26,-2,1,2
13134,41,-2,1,1
18615,26,0,1,2
18617,47,0,1,1
18618,22,0,1,3
18619,7,0,1,3
18620,38,0,1,1
18622,17,0,1,4
18623,20,0,1,1
18624,13,0,1,4
18625,41,0,1,2
18626,17,0,1,2
18630,12,0,1,2
18632,23,0,1,3
18633,30,0,1,1
26507,36,6,1,2
26508,57,6,1,3
26509,56,6,1,1
26511,44,6,1,1
26512,19,6,1,4
26513,58,6,1,3
26514,51,6,1,2
26519,47,6,1,2
26522,63,6,1,1
26523,47,6,1,2
26524,29,6,1,2
26529,69,6,1,1
26530,43,6,1,4
26533,63,6,1,1
30894,32,8,1,3
30895,25,8,1,3
30896,41,8,1,1
30897,33,8,1,1
30898,53,8,1,1
30899,62,8,1,1
30902,62,8,1,1
30906,45,8,1,1
30907,41,8,1,2
30909,51,8,1,1
30910,37,8,1,2
30911,66,8,1,1
30912,52,8,1,1
30913,43,8,1,1
30916,33,8,1,3
30917,41,8,1,1
30918,35,8,1,3
30919,57,8,1,3
30920,48,8,1,1
30921,36,8,1,3
30922,47,8,1,4
30924,35,8,1,1
30925,53,8,1,1
30927,33,8,1,2
449,37,-6,1,3
450,39,-6,1,1
451,41,-6,1,1
452,50,-6,1,2
453,12,-6,1,3
454,43,-6,1,3
455,12,-6,1,3
456,55,-6,1,1
457,55,-6,1,1
458,21,-6,1,3
459,28,-6,1,1
460,12,-6,1,4
461,28,-6,1,3
6893,39,-4,1,1
6894,0,-4,1,2
6896,12,-4,1,3
6897,31,-4,1,1
6899,49,-4,1,2
6902,0,-4,1,2
6905,38,-4,1,2
6907,44,-4,1,2
6909,43,-4,1,1
6911,43,-4,1,1
6912,24,-4,1,1
13279,3,-2,1,1
13280,40,-2,1,2
13281,52,-2,1,1
13282,48,-2,1,1
13283,49,-2,1,2
13284,0,-2,1,4
13285,17,-2,1,1
13286,36,-2,1,2
13287,40,-2,1,1
13288,0,-2,1,2
13289,48,-2,1,3
13291,18,-2,1,1
13292,19,-2,1,2
13293,29,-2,1,2
13297,0,-2,1,2
13299,30,-2,1,3
13300,0,-2,1,3
13301,54,-2,1,2
13304,46,-2,1,2
18741,4,0,1,3
18746,43,0,1,1
18747,46,0,1,2
18748,50,0,1,3
18749,28,0,1,2
26645,31,6,1,1
26646,30,6,1,3
26647,49,6,1,2
26649,55,6,1,2
26650,46,6,1,1
26653,43,6,1,3
26654,49,6,1,2
26655,31,6,1,4
26656,52,6,1,1
26657,32,6,1,3
26658,35,6,1,1
26659,28,6,1,1
31109,57,8,1,2
31110,27,8,1,4
31112,41,8,1,4
31113,56,8,1,3
31114,47,8,1,1
31116,38,8,1,4
31117,57,8,1,2
31118,36,8,1,3
31127,43,8,1,2
31129,37,8,1,3
31130,47,8,1,2
31132,48,8,1,2
31133,45,8,1,4
463,0,-6,1,2
465,24,-6,1,2
468,33,-6,1,1
471,3,-6,1,4
472,34,-6,1,3
474,40,-6,1,2
6913,30,-4,1,3
6914,29,-4,1,2
6915,39,-4,1,4
6916,10,-4,1,2
13305,8,-2,1,2
13308,49,-2,1,1
13310,40,-2,1,2
13311,0,-2,1,4
13313,5,-2,1,3
13314,13,-2,1,1
18754,0,0,1,4
18755,45,0,1,4
26665,33,6,1,2
26667,32,6,1,1
31137,27,8,1,4
31138,14,8,1,4
594,0,-6,1,3
7051,0,-4,1,1
7052,0,-4,1,3
7053,20,-4,1,3
7055,16,-4,1,2
7057,27,-4,1,2
7060,7,-4,1,2
7061,3,-4,1,2
7065,16,-4,1,1
7066,0,-4,1,3
13423,18,-2,1,3
13424,19,-2,1,3
13425,2,-2,1,1
18819,37,0,1,3
18820,0,0,1,4
18823,0,0,1,3
18824,0,0,1,4
18827,25,0,1,1
26758,27,6,1,3
26759,48,6,1,3
26760,39,6,1,4
31331,42,8,1,4
31332,20,8,1,4
31333,30,8,1,3
31335,23,8,1,1
31337,45,8,1,2
31341,52,8,1,3
31342,17,8,1,2
7067,47,-4,1,1
7068,36,-4,1,1
13426,51,-2,1,1
13427,40,-2,1,1
13428,37,-2,1,1
13429,53,-2,1,1
13430,47,-2,1,1
18828,48,0,1,1
18829,50,0,1,1
705,0,-6,1,3
707,0,-6,1,4
708,14,-6,1,2
7187,0,-4,1,4
7191,1,-4,1,3
7192,23,-4,1,3
7195,25,-4,1,2
7197,14,-4,1,4
13538,21,-2,1,3
13540,10,-2,1,3
13541,0,-2,1,4
18897,28,0,1,1
18898,31,0,1,2
26837,46,6,1,2
26839,39,6,1,3
26840,39,6,1,4
26841,34,6,1,3
26842,37,6,1,2
815,10,-6,1,3
817,5,-6,1,2
818,0,-6,1,3
821,0,-6,1,2
7303,0,-4,1,4
7304,0,-4,1,3
7305,0,-4,1,4
7306,21,-4,1,4
7308,11,-4,1,3
7310,17,-4,1,4
7311,29,-4,1,2
13625,0,-2,1,4
13626,6,-2,1,3
13633,9,-2,1,4
907,0,-6,1,2
7386,8,-4,1,3
7388,0,-4,1,3
7389,4,-4,1,4
7390,30,-4,1,3
7392,0,-4,1,2
7394,33,-4,1,1
7396,0,-4,1,4
7397,0,-4,1,3
7399,12,-4,1,4
7401,5,-4,1,1
13711,36,-2,1,1
19033,23,0,1,3
1069,17,-6,1,3
1070,0,-6,1,3
7588,0,-4,1,3
7589,0,-4,1,3
7590,8,-4,1,3
7591,12,-4,1,3
13853,8,-2,1,4
13855,0,-2,1,4
13856,5,-2,1,4
13857,0,-2,1,4
19144,13,0,1,4
19145,0,0,1,3
19147,25,0,1,3
19148,10,0,1,3
19149,7,0,1,4
19150,21,0,1,2
1175,0,-6,1,3
1177,0,-6,1,4
1182,0,-6,1,3
7702,10,-4,1,3
7704,36,-4,1,4
7705,16,-4,1,1
13958,20,-2,1,3
13960,0,-2,1,2
1183,0,-6,1,4
1193,30,-6,1,3
1194,0,-6,1,3
7706,39,-4,1,3
7708,29,-4,1,3
7711,0,-4,1,3
7712,52,-4,1,3
7714,53,-4,1,3
7716,26,-4,1,3
13961,27,-2,1,4
13962,30,-2,1,4
13964,0,-2,1,4
13965,0,-2,1,3
13966,29,-2,1,4
13969,0,-2,1,1
19241,20,0,1,2
19242,26,0,1,3
19244,4,0,1,3
27118,52,6,1,2
27119,23,6,1,4
27121,22,6,1,4
27122,39,6,1,4
27123,35,6,1,3
27125,0,6,1,4
27126,4,6,1,4
32020,29,8,1,3
32022,42,8,1,2
32024,41,8,1,2
32026,48,8,1,3
32027,47,8,1,4
32028,26,8,1,3
32031,31,8,1,4
32032,40,8,1,2
1208,16,-6,1,3
1209,0,-6,1,3
1210,18,-6,1,3
1212,21,-6,1,2
1213,25,-6,1,4
1214,16,-6,1,3
1215,0,-6,1,1
1220,18,-6,1,3
1224,20,-6,1,4
1226,0,-6,1,4
7739,12,-4,1,3
7740,1,-4,1,2
7742,26,-4,1,1
7744,17,-4,1,1
13993,17,-2,1,3
13994,20,-2,1,1
13999,0,-2,1,4
14001,27,-2,1,3
19258,30,0,1,3
19259,0,0,1,4
32060,60,8,1,1
32062,51,8,1,2
32065,29,8,1,3
1234,56,-6,1,2
1237,56,-6,1,1
1304,40,-6,1,3
1305,43,-6,1,3
1306,11,-6,1,1
1309,25,-6,1,3
1311,0,-6,1,3
1313,12,-6,1,3
1315,0,-6,1,4
1316,0,-6,1,3
1318,7,-6,1,3
1321,6,-6,1,1
7810,20,-4,1,3
7811,39,-4,1,2
7812,11,-4,1,2
7816,21,-4,1,3
7817,24,-4,1,3
7821,31,-4,1,2
7822,43,-4,1,2
14053,7,-2,1,3
14058,21,-2,1,1
19297,26,0,1,4
1362,37,-6,1,1
1370,0,-6,1,3
1373,20,-6,1,2
1374,38,-6,1,2
1377,8,-6,1,3
1378,13,-6,1,3
7886,9,-4,1,2
7888,7,-4,1,4
7893,11,-4,1,4
7894,17,-4,1,3
7896,23,-4,1,3
7897,16,-4,1,2
7898,0,-4,1,3
7899,22,-4,1,3
7901,0,-4,1,4
7902,29,-4,1,3
14114,9,-2,1,3
14117,0,-2,1,1
14118,0,-2,1,3
14120,7,-2,1,4
14123,16,-2,1,4
14125,4,-2,1,3
19366,21,0,1,4
19367,29,0,1,2
19368,14,0,1,1
19369,41,0,1,2
19371,22,0,1,3
27237,12,6,1,4
27239,34,6,1,1
32249,30,8,1,2
32251,37,8,1,3
32254,38,8,1,2
32255,29,8,1,4
27330,27,6,1,3
27332,34,6,1,1
27333,29,6,1,4
32405,29,8,1,4
32406,21,8,1,3
32407,34,8,1,4
32409,38,8,1,3
32410,30,8,1,3
32411,25,8,1,4
32412,29,8,1,4
1622,8,-6,1,3
1626,20,-6,1,2
1628,63,-6,1,1
1629,26,-6,1,2
1634,0,-6,1,2
1635,0,-6,1,3
8146,28,-4,1,3
8147,0,-4,1,3
8149,13,-4,1,2
8151,14,-4,1,2
8152,31,-4,1,2
8153,52,-4,1,2
8155,0,-4,1,2
8156,20,-4,1,3
8158,0,-4,1,4
8159,42,-4,1,3
8163,52,-4,1,4
8165,0,-4,1,3
14319,0,-2,1,4
14325,56,-2,1,2
14326,6,-2,1,2
14327,20,-2,1,3
19524,16,0,1,1
19525,10,0,1,4
19526,15,0,1,1
19528,32,0,1,2
27403,29,6,1,3
27404,41,6,1,2
27405,25,6,1,3
32558,39,8,1,2
32560,37,8,1,3
32561,43,8,1,1
32564,46,8,1,1
1755,0,-6,1,2
1758,22,-6,1,3
1762,4,-6,1,3
1765,0,-6,1,3
8282,0,-4,1,4
8284,0,-4,1,4
8285,8,-4,1,4
8287,0,-4,1,4
8292,31,-4,1,3
19600,23,0,1,2
1991,0,-6,1,3
1994,0,-6,1,4
1995,0,-6,1,4
1996,0,-6,1,3
1998,12,-6,1,3
1999,0,-6,1,3
2000,48,-6,1,3
8500,24,-4,1,3
8502,3,-4,1,3
8503,3,-4,1,2
14594,8,-2,1,4
14595,16,-2,1,3
14597,12,-2,1,3
19757,19,0,1,3
19758,0,0,1,3
2211,43,-6,1,2
2212,48,-6,1,1
2213,33,-6,1,2
2214,48,-6,1,1
2233,3,-6,1,3
2234,45,-6,1,1
2235,19,-6,1,2
2236,4,-6,1,2
2237,15,-6,1,1
2238,9,-6,1,1
2239,40,-6,1,1
8667,44,-4,1,2
8672,3,-4,1,3
14768,17,-2,1,2
14769,0,-2,1,2
14770,32,-2,1,1
14772,23,-2,1,4
14773,3,-2,1,4
14774,25,-2,1,2
14775,8,-2,1,3
19882,28,0,1,3
19885,0,0,1,4
27747,50,6,1,3
27748,33,6,1,1
27749,29,6,1,3
2513,11,-6,1,3
2515,0,-6,1,4
2516,36,-6,1,3
2517,0,-6,1,3
2518,0,-6,1,3
2521,32,-6,1,1
2522,17,-6,1,3
2524,6,-6,1,3
2527,38,-6,1,2
2528,19,-6,1,1
2529,17,-6,1,4
2532,15,-6,1,1
2533,45,-6,1,3
2534,0,-6,1,4
2535,14,-6,1,2
2536,0,-6,1,3
2537,22,-6,1,2
8922,0,-4,1,4
8923,6,-4,1,1
8925,9,-4,1,3
8926,22,-4,1,2
14976,21,-2,1,3
14978,29,-2,1,2
14980,12,-2,1,3
14982,32,-2,1,2
14983,20,-2,1,3
14985,31,-2,1,4
14986,0,-2,1,3
20062,9,0,1,4
20063,30,0,1,2
20065,12,0,1,3
20066,0,0,1,3
20068,53,0,1,4
27923,26,6,1,1
27925,20,6,1,4
27926,26,6,1,3
27927,32,6,1,3
33434,38,8,1,2
33435,38,8,1,2
33436,39,8,1,3
33438,29,8,1,4
33439,27,8,1,3
33440,27,8,1,4
2719,43,-6,1,3
2720,23,-6,1,3
2722,37,-6,1,3
2723,35,-6,1,2
2724,49,-6,1,3
2726,12,-6,1,3
2729,12,-6,1,3
2730,0,-6,1,3
2731,0,-6,1,2
9138,0,-4,1,2
9139,46,-4,1,3
9140,0,-4,1,4
9145,0,-4,1,3
9146,40,-4,1,1
9147,44,-4,1,2
9148,32,-4,1,1
9149,23,-4,1,3
9150,1,-4,1,2
9151,31,-4,1,3
9152,44,-4,1,2
15163,29,-2,1,4
15168,32,-2,1,3
15169,37,-2,1,2
20202,20,0,1,3
20203,23,0,1,3
20204,48,0,1,1
20206,10,0,1,3
28044,26,6,1,3
28046,39,6,1,3
28047,53,6,1,3
28051,39,6,1,4
33640,50,8,1,3
33642,35,8,1,4
33646,38,8,1,4
33647,57,8,1,1
33648,44,8,1,4
33650,44,8,1,1
33651,32,8,1,4
33652,50,8,1,2
33653,23,8,1,4
33654,0,8,1,1
